,S1vsS2,S1vsS3,S1vsS4,S2vsS3,S2vsS4,S3vsS4
itf13g02230,0,0,0,0,0,0
itf13g02240,1,1,0,0,1,1
itf13g02250,1,0,1,1,0,1
itf13g02260,0,1,0,0,0,1
itf13g02270,0,1,0,0,0,1
itf13g02280,0,1,1,1,1,0
itf13g02290,0,0,1,0,1,1
itf13g02300,1,0,0,1,1,1
itf13g02310,1,1,0,1,1,1
itf13g02350,0,0,0,0,0,0
itf13g02360,1,0,0,1,1,1
itf13g02380,0,0,0,0,0,0
itf13g02390,0,1,1,1,1,0
itf13g02410,1,0,1,1,1,1
itf13g02430,0,1,1,0,0,0
itf13g02440,1,0,0,1,1,0
itf13g02450,1,1,1,1,1,1
itf13g02460,1,1,1,1,1,0
itf13g02470,1,1,0,0,1,1
itf13g02480,0,1,1,0,0,0
itf13g02490,0,0,0,0,0,0
itf13g02500,0,0,1,0,0,1
itf13g02510,0,1,1,1,1,0
itf13g02520,0,0,1,1,1,1
itf13g02530,1,0,1,1,1,1
itf13g02540,0,1,0,0,0,1
itf13g02550,1,1,1,0,0,0
itf13g02560,0,1,1,0,0,0
itf13g02580,1,0,0,0,0,0
itf13g02600,1,1,0,0,1,1
itf13g02620,1,1,1,0,0,0
itf13g02630,1,1,0,0,1,1
itf13g02640,1,0,1,1,0,1
itf13g02650,0,0,0,0,0,0
itf13g02660,0,0,0,0,0,0
itf13g02670,1,0,1,0,0,1
itf13g02680,1,1,1,1,0,0
itf13g02690,0,0,0,0,1,0
itf13g02700,1,0,0,1,1,0
itf13g02710,0,1,0,0,0,1
itf13g02720,1,1,0,0,1,0
itf13g02730,1,0,1,1,0,0
itf13g02740,0,1,0,0,0,1
itf13g02750,1,0,0,1,1,0
itf13g02760,1,0,1,1,1,1
itf13g02770,1,0,1,1,1,0
itf13g02780,0,0,0,0,0,0
itf13g02790,1,0,0,1,1,0
itf13g02800,1,1,0,0,0,0
itf13g02810,0,1,0,1,0,1
itf13g02820,1,0,0,0,1,0
itf13g02860,1,1,1,1,1,0
itf13g02870,0,0,0,0,0,0
itf13g02900,1,0,0,1,1,0
itf13g02930,1,0,0,1,1,0
itf13g02940,0,1,1,0,1,1
itf13g02960,0,1,1,0,1,1
itf13g02970,0,1,1,0,1,1
itf13g02980,0,0,0,1,0,0
itf13g03020,0,1,1,1,1,0
itf13g03030,0,0,0,0,1,0
itf13g03060,0,1,1,1,0,1
itf13g03090,0,1,0,0,0,1
itf13g03100,1,0,0,1,1,0
itf13g03130,0,0,1,0,0,1
itf13g03150,0,1,0,0,0,1
itf13g03160,0,0,1,0,0,1
itf13g03170,0,0,0,0,0,0
itf13g03180,0,1,1,0,1,1
itf13g03210,0,0,0,1,0,0
itf13g03220,1,1,1,0,1,1
itf13g03230,0,1,0,1,0,1
itf13g03240,0,1,0,1,0,1
itf13g03260,1,1,1,1,1,1
itf13g03270,1,1,0,0,1,1
itf13g03290,1,1,1,0,1,1
itf13g03310,1,1,1,0,1,1
itf13g03320,1,1,1,1,0,1
itf13g03330,1,0,0,1,1,0
itf13g03340,1,0,0,1,1,1
itf13g03350,0,1,0,1,0,1
itf13g03360,1,0,0,0,0,0
itf13g03370,0,0,0,0,0,0
itf13g03380,1,1,0,0,1,0
itf13g03390,0,0,0,1,0,0
itf13g03400,1,1,1,0,1,0
itf13g03410,0,1,0,1,0,1
itf13g03420,0,0,0,0,1,0
itf13g03440,1,0,0,0,0,0
itf13g03460,0,0,0,0,0,0
itf13g03470,1,0,1,1,0,1
itf13g03480,1,1,1,1,1,1
itf13g03490,1,0,1,1,1,1
itf13g03500,0,0,1,1,0,1
itf13g03520,1,0,0,1,1,0
itf13g03530,0,1,0,0,0,1
itf13g03540,0,1,1,1,1,0
itf13g03550,1,1,0,1,1,0
itf13g03570,0,1,0,1,0,1
itf13g03580,0,1,0,1,0,1
itf13g03600,1,1,1,1,0,0
itf13g03620,1,1,0,1,1,1
itf13g03630,1,1,0,0,1,1
itf13g03640,0,0,0,0,0,0
itf13g03650,1,0,1,1,1,0
itf13g03660,1,0,0,1,1,0
itf13g03670,1,0,0,1,1,0
itf13g03680,0,0,0,0,0,0
itf13g03690,0,1,1,1,1,0
itf13g03710,0,1,1,1,1,0
itf13g03740,0,0,0,0,0,0
itf13g03750,1,1,1,1,1,1
itf13g03770,0,0,0,1,0,0
itf13g03780,1,1,1,0,0,0
itf13g03800,0,0,1,0,1,1
itf13g03810,0,0,1,0,1,1
itf13g03820,0,1,1,0,1,1
itf13g03830,0,0,0,0,0,0
itf13g03840,0,1,1,1,0,1
itf13g03850,1,1,1,0,0,1
itf13g03860,0,1,1,1,0,1
itf13g03880,1,0,0,1,1,0
itf13g03900,0,0,0,1,0,0
itf13g03910,0,0,0,1,0,0
itf13g03950,1,1,0,0,1,0
itf13g03970,1,1,1,1,1,1
itf13g03980,1,1,1,1,1,0
itf13g04000,1,1,1,1,1,0
itf13g04040,1,1,1,1,1,0
itf13g04060,1,0,1,1,1,1
itf13g04070,0,1,0,0,0,1
itf13g04080,1,0,0,1,1,0
itf13g04100,1,0,1,1,1,1
itf13g04110,0,0,0,1,0,0
itf13g04120,1,0,1,1,1,0
itf13g04130,0,1,0,0,0,1
itf13g04140,1,0,0,1,1,0
itf13g04150,0,0,0,0,0,0
itf13g04160,1,0,0,1,1,0
itf13g04170,1,1,1,0,1,1
itf13g04180,0,0,0,1,0,0
itf13g04220,1,1,1,0,0,1
itf13g04230,1,1,1,1,1,0
itf13g04250,0,1,0,0,0,1
itf13g04260,1,1,0,0,1,0
itf13g04270,1,0,0,1,1,0
itf13g04280,1,0,1,1,0,0
itf13g04290,1,1,1,1,1,0
itf13g04300,0,0,0,0,0,0
itf13g04310,0,0,1,0,0,0
itf13g04330,0,1,0,1,0,1
itf13g04340,1,0,0,1,1,0
itf13g04360,1,0,1,0,0,0
itf13g04370,1,0,1,1,1,1
itf13g04400,1,0,0,1,1,0
itf13g04420,0,0,0,1,1,0
itf13g04430,1,1,0,0,0,0
itf13g04440,0,1,1,1,1,0
itf13g04450,1,1,1,0,0,0
itf13g04460,1,1,1,0,0,0
itf13g04470,0,0,0,0,0,0
itf13g04510,1,0,0,1,1,1
itf13g04580,1,1,1,0,1,1
itf13g04600,1,1,0,0,1,1
itf13g04610,0,1,1,1,1,0
itf13g04620,0,1,0,1,0,1
itf13g04650,1,1,1,1,1,1
itf13g04680,1,1,1,1,1,1
itf13g04690,0,0,0,1,0,0
itf13g04710,1,1,0,0,1,1
itf13g04730,1,0,0,1,1,1
itf13g04740,0,0,0,1,0,0
itf13g04760,1,0,0,1,1,0
itf13g04780,1,1,1,1,1,0
itf13g04830,0,1,1,0,0,0
itf13g04840,0,0,0,0,0,0
itf13g04850,0,0,0,0,0,0
itf13g04860,1,0,0,1,1,0
itf13g04870,0,1,1,1,1,1
itf13g04890,1,0,1,1,1,1
itf13g04900,1,1,1,1,1,1
itf13g04960,0,1,1,1,1,1
itf13g05060,0,1,0,0,0,1
itf13g05080,0,0,0,1,0,0
itf13g05200,1,0,0,0,0,0
itf13g05280,0,0,0,0,0,0
itf13g05350,1,0,0,1,1,0
itf13g05360,1,1,0,1,1,0
itf13g05390,1,0,0,1,1,0
itf13g05420,1,1,1,1,1,1
itf13g05430,0,1,1,1,1,0
itf13g05510,0,1,1,1,1,1
itf13g05530,0,1,0,1,0,1
itf13g05540,1,1,1,1,1,0
itf13g05560,1,1,1,1,1,1
itf13g05570,0,0,0,0,0,0
itf13g05610,1,1,0,0,1,1
itf13g05640,1,1,1,0,1,1
itf13g05660,1,1,1,0,1,1
itf13g05670,0,0,1,1,1,1
itf13g05690,1,1,1,1,0,0
itf13g05700,0,1,0,1,0,1
itf13g05720,0,0,0,1,0,0
itf13g05730,0,0,0,0,0,0
itf13g05740,0,0,1,0,1,1
itf13g05780,1,0,0,1,1,0
itf13g05790,1,1,1,0,1,1
itf13g05830,1,1,0,1,1,1
itf13g05860,1,0,0,1,1,0
itf13g05880,1,0,0,1,1,0
itf13g05900,0,0,0,0,0,0
itf13g05950,1,1,1,0,0,0
itf13g05960,1,1,0,0,1,1
itf13g05970,1,0,0,1,1,0
itf13g05990,0,0,0,0,1,0
itf13g06000,0,1,0,0,0,1
itf13g06030,0,0,0,0,0,0
itf13g06060,0,0,0,1,0,0
itf13g06070,0,0,0,0,0,0
itf13g06090,0,0,0,0,0,0
itf13g06100,0,1,1,1,1,0
itf13g06110,0,1,0,0,0,1
itf13g06130,1,1,0,0,0,0
itf13g06220,0,0,0,0,0,0
itf13g06230,1,0,0,1,1,0
itf13g06280,0,0,1,0,1,0
itf13g06320,1,0,0,1,1,0
itf13g06330,0,1,1,0,1,0
itf13g06370,1,1,0,1,1,0
itf13g06460,1,0,0,0,1,0
itf13g06520,1,0,0,1,1,1
itf13g06550,1,0,0,0,1,1
itf13g06560,1,1,0,0,1,0
itf13g06570,1,0,0,1,1,0
itf13g06650,0,1,1,1,1,1
itf13g06730,0,0,0,0,0,0
itf13g06760,0,0,0,0,0,0
itf13g06790,0,0,0,0,0,0
itf13g06800,1,1,1,1,1,0
itf13g06900,1,0,0,1,1,0
itf13g06910,0,1,1,1,1,0
itf13g07030,1,1,1,1,1,0
itf13g07040,1,0,0,1,1,0
itf13g07070,0,0,0,0,0,0
itf13g07080,0,0,0,0,0,0
itf13g07100,0,0,0,0,0,0
itf13g07110,1,0,0,1,1,0
itf13g07120,1,0,0,0,1,0
itf13g07160,1,1,1,0,1,1
itf13g07170,0,0,0,0,0,0
itf13g07180,1,0,1,1,0,1
itf13g07190,1,1,0,1,1,1
itf13g07200,1,0,0,1,1,0
itf13g07210,0,1,0,1,0,1
itf13g07220,1,0,0,1,1,0
itf13g07310,0,0,1,0,0,0
itf13g07320,1,1,0,0,1,0
itf13g07430,0,1,0,1,0,1
itf13g07470,1,1,1,1,1,0
itf13g07510,1,0,0,1,1,0
itf13g07540,0,1,1,1,1,0
itf13g07550,1,0,0,1,1,0
itf13g07610,0,0,0,0,0,0
itf13g07620,0,1,0,1,0,1
itf13g07630,0,0,0,0,1,0
itf13g07700,0,1,0,0,0,1
itf13g07710,0,1,1,0,0,0
itf13g07750,1,1,0,0,0,0
itf13g07790,0,0,0,1,0,0
itf13g07800,0,0,0,0,0,0
itf13g07820,1,0,0,1,1,0
itf13g07860,0,1,0,0,0,1
itf13g07880,0,0,0,0,1,0
itf13g07900,0,0,1,0,1,1
itf13g07950,0,1,0,1,1,0
itf13g07960,1,0,1,1,0,1
itf13g08010,1,1,0,0,1,1
itf13g08020,1,0,1,1,1,0
itf13g08030,1,0,1,1,1,1
itf13g08060,0,0,0,1,0,0
itf13g08080,0,0,0,0,0,0
itf13g08090,0,0,1,0,0,1
itf13g08100,1,0,0,0,1,0
itf13g08180,0,0,1,0,1,1
itf13g08190,0,0,0,1,0,1
itf13g08210,0,0,0,0,0,0
itf13g08270,0,0,1,1,0,0
itf13g08280,1,1,1,0,0,0
itf13g08290,0,1,1,0,0,0
itf13g08300,0,1,1,1,1,0
itf13g08350,0,0,1,0,0,1
itf13g08370,1,1,0,0,1,1
itf13g08380,1,1,1,1,1,1
itf13g08450,0,1,0,0,0,1
itf13g08480,0,0,0,0,0,0
itf13g08490,0,0,1,0,0,0
itf13g08500,1,1,0,1,1,1
itf13g08550,0,1,0,0,0,0
itf13g08560,0,1,1,0,0,0
itf13g08570,1,0,0,1,1,0
itf13g08590,1,0,0,1,1,0
itf13g08610,0,1,0,1,0,1
itf13g08630,0,0,1,0,0,0
itf13g08640,0,0,0,0,0,0
itf13g08650,0,0,0,0,0,0
itf13g08660,0,0,0,1,0,0
itf13g08720,0,0,0,1,0,0
itf13g08740,0,0,1,1,0,1
itf13g08750,0,1,0,0,0,1
itf13g08810,1,1,0,1,1,1
itf13g08830,0,0,1,0,0,1
itf13g08920,0,1,0,1,0,1
itf13g08980,1,1,1,1,0,1
itf13g08990,0,1,0,0,0,1
itf13g09040,1,1,0,1,1,1
itf13g09070,0,0,0,1,0,0
itf13g09140,0,0,0,0,0,0
itf13g09160,0,0,1,0,0,1
itf13g09220,0,1,1,1,0,1
itf13g09280,1,0,0,1,1,0
itf13g09300,1,1,1,1,1,0
itf13g09310,1,0,0,1,1,0
itf13g09320,1,1,1,1,0,1
itf13g09340,1,0,0,0,0,0
itf13g09390,1,0,0,0,1,0
itf13g09430,0,0,0,0,1,0
itf13g09440,0,0,0,1,0,0
itf13g09470,1,0,1,1,1,1
itf13g09620,0,0,0,0,0,0
itf13g09680,0,0,1,1,1,1
itf13g09740,1,1,1,1,1,1
itf13g09750,0,0,0,0,0,0
itf13g09780,0,0,0,1,0,0
itf13g09790,1,1,1,1,1,0
itf13g09810,1,1,0,1,1,0
itf13g09820,0,0,0,0,0,0
itf13g09850,0,0,1,1,1,0
itf13g09860,0,0,1,0,1,1
itf13g09890,1,1,0,1,1,1
itf13g09900,1,0,0,1,1,1
itf13g09930,0,0,0,0,0,0
itf13g09940,0,0,0,1,0,0
itf13g09960,1,0,0,0,1,1
itf13g09970,0,0,0,0,0,0
itf13g09990,1,0,0,1,1,1
itf13g10010,1,0,0,1,1,1
itf13g10040,0,1,0,0,0,1
itf13g10050,0,1,1,1,1,0
itf13g10070,1,0,0,1,0,0
itf13g10080,1,0,0,1,1,0
itf13g10090,0,0,0,1,0,0
itf13g10100,1,0,0,1,0,1
itf13g10120,1,0,0,1,1,0
itf13g10130,1,1,1,1,1,0
itf13g10150,1,0,0,1,1,0
itf13g10160,1,0,0,1,1,0
itf13g10170,0,1,1,1,1,0
itf13g10180,1,0,0,1,0,0
itf13g10200,0,0,0,0,1,1
itf13g10210,1,0,0,1,1,0
itf13g10220,0,0,0,0,0,0
itf13g10260,1,0,0,1,1,0
itf13g10280,0,1,0,0,0,1
itf13g10300,1,1,1,1,1,0
itf13g10320,1,0,1,1,1,1
itf13g10340,0,0,0,0,0,0
itf13g10360,1,0,1,1,0,0
itf13g10370,1,1,1,1,1,1
itf13g10390,0,0,0,0,0,1
itf13g10400,1,0,0,1,0,0
itf13g10410,1,0,0,1,1,0
itf13g10420,0,0,1,0,0,1
itf13g10440,1,0,0,1,1,0
itf13g10450,0,0,0,0,0,0
itf13g10460,1,0,1,1,1,0
itf13g10470,0,0,0,0,0,0
itf13g10490,0,0,0,0,0,0
itf13g10510,0,0,0,0,0,0
itf13g10550,1,0,0,1,1,0
itf13g10560,0,0,0,0,0,0
itf13g10570,0,1,1,0,1,0
itf13g10580,1,0,0,1,1,1
itf13g10590,1,1,0,0,1,0
itf13g10600,1,1,1,0,1,1
itf13g10610,1,0,0,1,1,1
itf13g10620,1,1,0,1,1,0
itf13g10640,0,1,1,0,1,1
itf13g10650,1,1,1,1,1,0
itf13g10670,1,0,1,1,1,1
itf13g10680,1,1,1,1,1,0
itf13g10690,1,0,0,1,1,0
itf13g10700,0,0,0,0,0,0
itf13g10760,1,0,0,0,0,0
itf13g10780,0,0,0,1,0,0
itf13g10790,1,1,1,1,1,0
itf13g10800,0,0,1,1,1,1
itf13g10810,0,0,1,0,1,1
itf13g10820,0,1,1,0,0,0
itf13g10830,1,1,0,0,1,0
itf13g10840,0,0,0,0,0,0
itf13g10880,1,0,0,1,1,0
itf13g10890,1,0,1,1,0,1
itf13g10900,0,0,0,0,0,0
itf13g10920,1,0,0,1,1,0
itf13g10930,1,1,0,0,1,1
itf13g10940,1,1,0,0,1,0
itf13g10980,1,0,0,1,1,0
itf13g10990,1,0,0,0,0,0
itf13g11040,1,0,1,1,1,1
itf13g11050,0,0,0,0,0,0
itf13g11060,0,0,0,0,0,0
itf13g11070,1,0,1,1,0,1
itf13g11080,1,1,1,1,0,1
itf13g11100,1,0,1,1,1,1
itf13g11110,0,1,1,1,1,1
itf13g11120,0,0,0,0,0,0
itf13g11160,0,0,0,0,0,0
itf13g11170,1,1,1,0,0,0
itf13g11200,1,1,1,1,0,1
itf13g11210,1,1,0,0,1,0
itf13g11280,0,1,0,0,0,1
itf13g11290,0,1,0,1,0,1
itf13g11340,0,1,1,0,0,0
itf13g11350,0,0,0,1,0,0
itf13g11360,1,1,0,1,1,1
itf13g11390,0,0,1,0,0,0
itf13g11400,0,0,0,1,0,0
itf13g11420,0,1,0,0,0,1
itf13g11430,0,1,0,0,0,0
itf13g11440,0,0,1,0,1,0
itf13g11450,1,1,0,1,1,0
itf13g11460,1,0,0,1,1,0
itf13g11470,0,0,0,1,0,0
itf13g11500,1,0,0,1,1,0
itf13g11510,0,1,1,1,0,0
itf13g11550,1,1,1,0,0,1
itf13g11560,1,0,0,1,1,0
itf13g11570,0,0,0,0,0,0
itf13g11580,1,0,0,0,1,1
itf13g11620,1,0,1,1,1,1
itf13g11640,0,1,1,1,1,0
itf13g11660,0,1,0,0,0,1
itf13g11670,0,1,0,0,0,1
itf13g11680,0,1,0,0,0,1
itf13g11690,1,0,0,0,1,0
itf13g11700,1,0,0,1,1,0
itf13g11710,1,0,1,1,0,1
itf13g11730,1,0,1,1,1,0
itf13g11750,1,0,0,1,1,0
itf13g11760,1,1,1,1,0,1
itf13g11770,1,1,1,1,1,0
itf13g11790,0,0,0,0,1,0
itf13g11800,0,0,1,0,0,1
itf13g11810,1,1,1,0,0,1
itf13g11820,1,0,1,1,1,0
itf13g11830,0,0,0,0,0,0
itf13g11850,1,1,0,1,1,1
itf13g11860,0,1,0,0,0,1
itf13g11870,1,0,0,1,1,0
itf13g11880,0,0,0,0,0,0
itf13g11890,0,1,1,0,1,0
itf13g11900,1,0,0,1,1,0
itf13g11910,1,1,0,0,1,1
itf13g11930,0,1,0,1,0,1
itf13g11940,1,0,1,0,0,1
itf13g11950,1,0,0,1,1,0
itf13g11960,1,0,0,1,1,0
itf13g11970,0,0,0,0,0,0
itf13g11980,0,1,1,1,0,0
itf13g11990,1,0,1,0,0,1
itf13g12030,0,0,1,0,0,1
itf13g12040,1,0,0,0,1,0
itf13g12050,1,0,0,1,1,0
itf13g12060,0,0,0,0,0,0
itf13g12070,0,1,1,1,1,0
itf13g12080,1,1,1,0,0,0
itf13g12090,0,0,0,1,0,0
itf13g12100,1,0,0,1,1,0
itf13g12120,0,0,0,0,0,0
itf13g12130,0,0,0,0,0,0
itf13g12140,1,0,0,1,1,0
itf13g12150,1,1,1,1,1,0
itf13g12170,1,0,0,1,1,0
itf13g12180,0,1,0,0,0,1
itf13g12210,0,1,0,0,0,1
itf13g12220,0,1,0,0,0,1
itf13g12240,0,1,0,0,0,1
itf13g12250,0,0,0,0,0,0
itf13g12260,1,1,1,1,1,0
itf13g12270,1,0,0,0,1,0
itf13g12290,1,1,1,1,1,1
itf13g12300,0,0,0,0,0,0
itf13g12310,0,1,1,0,0,0
itf13g12320,0,0,0,0,0,0
itf13g12340,0,0,0,0,0,0
itf13g12350,1,1,0,1,1,0
itf13g12360,1,0,0,1,1,0
itf13g12370,0,0,0,0,0,0
itf13g12380,1,0,0,1,1,0
itf13g12390,1,0,1,0,0,0
itf13g12410,0,0,1,0,0,1
itf13g12460,0,0,0,0,0,0
itf13g12470,0,0,1,0,0,0
itf13g12480,1,1,1,0,0,1
itf13g12490,1,0,0,1,1,0
itf13g12500,1,0,1,1,1,0
itf13g12520,1,0,0,1,1,0
itf13g12530,0,0,0,0,0,0
itf13g12540,0,1,1,1,0,1
itf13g12560,0,0,0,1,0,0
itf13g12580,1,0,0,1,1,0
itf13g12590,1,0,0,0,0,0
itf13g12600,0,1,0,0,0,1
itf13g12610,0,0,1,0,0,0
itf13g12680,1,0,1,1,0,1
itf13g12690,0,1,1,0,1,1
itf13g12700,1,0,0,1,1,0
itf13g12710,0,0,0,0,1,0
itf13g12740,0,1,1,0,1,1
itf13g12750,0,1,1,0,1,0
itf13g12760,0,1,1,1,1,0
itf13g12810,1,1,1,1,0,0
itf13g12820,0,0,0,1,1,0
itf13g12830,1,0,1,0,0,0
itf13g12840,0,0,0,1,1,0
itf13g12860,1,1,0,1,1,1
itf13g12870,0,0,0,0,0,0
itf13g12880,0,1,1,0,0,0
itf13g12890,0,0,0,1,0,0
itf13g12900,0,1,1,1,0,1
itf13g12920,0,0,0,0,0,0
itf13g12930,0,0,1,0,1,1
itf13g12940,0,0,0,0,0,0
itf13g12960,0,0,0,1,0,0
itf13g12970,1,0,0,1,1,0
itf13g12980,0,1,1,1,1,1
itf13g12990,1,1,0,1,1,0
itf13g13000,0,1,0,1,0,1
itf13g13010,1,0,0,1,1,0
itf13g13020,1,0,0,1,1,0
itf13g13030,0,0,0,0,0,0
itf13g13040,1,0,1,1,0,1
itf13g13050,1,1,1,1,1,0
itf13g13070,1,1,1,0,0,0
itf13g13080,1,0,0,1,1,0
itf13g13100,1,1,0,0,1,0
itf13g13120,0,1,1,0,1,0
itf13g13130,0,1,1,1,1,0
itf13g13140,0,0,0,0,0,0
itf13g13150,0,1,0,0,0,1
itf13g13160,1,0,1,1,1,0
itf13g13170,1,1,1,1,1,1
itf13g13180,1,0,0,0,0,0
itf13g13190,1,1,1,0,1,1
itf13g13200,1,0,0,1,1,0
itf13g13210,0,0,0,0,1,1
itf13g13230,0,0,0,0,0,0
itf13g13240,1,1,1,0,0,0
itf13g13250,1,0,0,1,0,0
itf13g13260,0,0,0,0,1,0
itf13g13270,0,1,0,0,0,1
itf13g13300,0,0,0,1,0,0
itf13g13310,0,0,0,1,0,0
itf13g13320,0,1,0,0,0,1
itf13g13330,0,0,0,1,0,0
itf13g13340,0,1,0,0,0,1
itf13g13350,1,0,0,1,1,1
itf13g13360,0,1,0,0,0,1
itf13g13380,0,1,0,0,0,1
itf13g13390,0,0,0,1,0,0
itf13g13400,1,0,0,1,1,1
itf13g13410,1,1,1,0,0,0
itf13g13420,0,0,0,0,0,0
itf13g13430,1,1,0,1,1,0
itf13g13440,1,0,0,0,0,0
itf13g13450,0,0,0,0,0,0
itf13g13460,1,0,1,1,1,0
itf13g13470,1,0,0,1,1,0
itf13g13490,0,0,0,0,0,0
itf13g13510,1,1,1,0,0,0
itf13g13550,1,0,0,1,1,0
itf13g13600,1,0,1,1,0,1
itf13g13610,0,1,0,1,1,0
itf13g13620,1,0,0,0,0,0
itf13g13640,1,1,1,1,1,0
itf13g13650,0,1,0,1,0,1
itf13g13660,1,1,1,0,1,1
itf13g13670,1,0,0,1,1,1
itf13g13680,0,1,0,0,0,1
itf13g13730,0,1,1,0,1,1
itf13g13740,0,0,0,1,0,0
itf13g13750,0,0,0,0,0,0
itf13g13760,0,0,1,0,1,1
itf13g13780,0,1,0,1,0,1
itf13g13800,0,1,1,1,1,0
itf13g13820,0,1,1,1,1,0
itf13g13830,0,0,0,0,0,0
itf13g13840,1,0,0,1,1,0
itf13g13860,0,1,1,1,1,1
itf13g13880,1,1,1,1,0,1
itf13g13890,1,0,1,1,0,1
itf13g13900,1,0,1,1,0,1
itf13g13910,0,0,0,1,0,0
itf13g13920,1,1,1,1,0,0
itf13g13930,1,0,0,1,1,0
itf13g13970,0,1,1,1,0,1
itf13g13980,1,1,1,0,1,1
itf13g13990,0,0,0,0,0,0
itf13g14010,1,0,0,1,1,0
itf13g14020,0,0,0,1,0,0
itf13g14030,1,1,0,1,1,1
itf13g14040,1,0,0,1,1,0
itf13g14060,1,0,0,0,0,0
itf13g14070,0,0,0,0,1,0
itf13g14090,0,0,1,0,0,0
itf13g14100,1,0,0,0,0,0
itf13g14110,1,0,1,1,0,1
itf13g14130,0,1,0,0,0,1
itf13g14140,1,1,0,0,1,1
itf13g14160,0,1,0,0,0,1
itf13g14330,0,0,0,0,0,0
itf13g14340,1,0,0,1,1,0
itf13g14350,1,1,1,1,1,0
itf13g14360,1,0,0,1,1,0
itf13g14370,0,0,0,0,0,0
itf13g14380,1,1,1,0,0,1
itf13g14390,0,0,0,0,0,0
itf13g14450,1,0,1,1,1,1
itf13g14510,0,0,0,0,0,0
itf13g14530,0,1,0,1,0,1
itf13g14560,0,0,0,0,0,0
itf13g14630,0,1,1,1,1,0
itf13g14640,0,0,0,1,0,0
itf13g14650,0,0,0,1,0,0
itf13g14670,0,0,0,1,0,0
itf13g14680,1,1,0,0,1,1
itf13g14690,0,1,0,0,0,1
itf13g14700,0,1,1,0,1,0
itf13g14720,0,1,1,0,1,1
itf13g14730,0,1,1,1,1,0
itf13g14750,1,0,1,1,1,0
itf13g14760,0,0,1,0,1,1
itf13g14780,1,0,0,1,1,0
itf13g14790,1,0,1,1,0,1
itf13g14800,0,0,0,0,0,0
itf13g14810,1,0,0,1,1,0
itf13g14820,1,1,0,1,1,1
itf13g14830,0,1,1,1,1,0
itf13g14840,1,1,0,0,0,0
itf13g14850,0,1,0,0,0,0
itf13g14870,0,1,1,1,1,1
itf13g14880,0,0,1,1,0,1
itf13g14920,0,0,0,0,0,0
itf13g14940,1,1,1,0,1,1
itf13g14950,0,1,0,0,0,1
itf13g14960,0,0,0,0,0,0
itf13g14970,0,0,0,0,0,0
itf13g14980,1,0,0,1,1,1
itf13g14990,1,0,1,1,1,0
itf13g15000,1,0,0,1,1,0
itf13g15010,0,0,0,0,0,0
itf13g15020,1,0,1,1,1,0
itf13g15030,0,1,0,0,0,1
itf13g15050,0,0,0,0,0,0
itf13g15060,1,1,0,0,0,0
itf13g15070,1,1,1,1,1,0
itf13g15080,0,0,1,0,1,1
itf13g15090,1,0,0,1,1,0
itf13g15100,0,1,0,0,0,1
itf13g15110,0,1,0,1,0,1
itf13g15120,0,0,0,1,0,0
itf13g15130,0,0,0,0,0,0
itf13g15140,0,0,1,1,1,1
itf13g15150,1,1,1,1,1,1
itf13g15170,0,0,0,0,0,0
itf13g15180,0,0,0,0,0,0
itf13g15190,1,1,1,1,0,1
itf13g15200,0,0,0,0,0,0
itf13g15210,1,1,0,1,1,0
itf13g15220,1,1,0,1,1,1
itf13g15230,0,0,0,0,1,0
itf13g15240,0,1,1,0,1,0
itf13g15250,1,1,1,0,0,0
itf13g15260,1,0,1,1,0,0
itf13g15270,0,0,1,0,1,0
itf13g15280,1,0,0,1,1,0
itf13g15300,0,0,0,0,0,0
itf13g15310,1,1,0,1,1,0
itf13g15320,1,0,0,1,1,0
itf13g15330,0,0,0,0,0,0
itf13g15340,0,0,0,0,1,0
itf13g15350,0,0,0,1,1,0
itf13g15370,0,0,0,1,0,0
itf13g15390,0,0,0,0,0,0
itf13g15400,0,0,0,0,0,0
itf13g15410,0,0,0,0,0,0
itf13g15420,0,1,0,1,0,1
itf13g15440,0,1,0,0,0,0
itf13g15450,1,1,0,0,1,1
itf13g15460,0,0,0,0,0,0
itf13g15470,0,1,0,1,0,1
itf13g15480,1,0,0,1,1,0
itf13g15510,0,1,0,0,0,0
itf13g15520,1,1,1,1,1,0
itf13g15530,0,0,0,0,0,0
itf13g15540,1,1,1,1,1,1
itf13g15550,0,1,1,1,1,1
itf13g15560,0,1,0,1,0,1
itf13g15570,0,1,1,1,1,1
itf13g15580,1,1,1,1,0,1
itf13g15590,1,0,1,1,1,1
itf13g15600,1,1,1,1,1,0
itf13g15640,0,1,0,1,0,1
itf13g15650,0,0,0,0,0,0
itf13g15670,1,0,0,0,0,0
itf13g15680,1,0,0,1,1,0
itf13g15690,1,0,0,1,1,0
itf13g15700,1,0,1,1,1,1
itf13g15710,0,0,0,1,0,0
itf13g15730,0,0,0,0,0,0
itf13g15740,1,0,0,1,1,0
itf13g15800,1,0,1,1,0,0
itf13g15810,1,0,0,1,1,0
itf13g15820,1,0,0,1,1,0
itf13g15830,0,0,0,1,1,0
itf13g15840,0,0,1,0,1,1
itf13g15850,1,0,0,1,1,0
itf13g15860,1,0,0,1,1,0
itf13g15870,1,1,0,1,1,0
itf13g15880,0,1,1,0,1,1
itf13g15890,1,1,1,1,1,0
itf13g15900,1,0,0,1,1,0
itf13g15910,0,0,0,1,0,0
itf13g15920,0,0,0,0,1,0
